X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,body_Motion,pace_code,pace_value,incline_code,incline_pct,activity_details,bout_rest,epoch,actual_n_analyzed,trend,CC_type,CC,CC_bins,CC_all,CC_CI_pct,CC_CI_upper,CC_CI_lower,CC_pvalue,CC_significance,ES_type,ES,ES_CI_upper,ES_CI_lower,BA_LoA_upper,BA_LoA_lower,BA_LoA_width,devicemean,devicemean_SD,critmean,critmean_SD,device_v_crit,meandiff,meandiff_SD,meandiff_CI_upper,meandiff_CI_lower,MPE,MPE_bin,MPE_SD,MPE_significance_test,MPE_significance_num,MAD,MAD_SD,MAD_CI_upper,MAD_CI_lower,MAPE,MAPE_bin,MAPE_SD,MAPE_CI_upper,MAPE_CI_lower,RMSE,equivalencetesting,accuracypct,accuracypct_CI_upper,accuracypct_CI_lower,TEEstandardized,TEEstandardized_CI_upper,TEEstandardized_CI_lower,deviceSE,deviceCofV,critCofV,n_5pctofcrit,n_10pctofcrit,n_15pctofcrit,n_20pctofcrit,n_25pctofcrit,systematicbias_slope,systematicbias_intercept,systematicbias_probability,systematicbias_significance,Other
30,Floegel,2017,-,Controlled,SC,steps/100m,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, ND",full-text,y,Manual count,manual count,NA,NA,25,7,18,"older adults, non-impaired ambulation",OA,H,74.3,6.3,NA,NA,NA,NA,28,6.5,"NC, USA",Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk, self-selected pace, 100m",NA,step-by-step,25,good validity,ICC,0.8,VS,0.8,95,0.91,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,under,-5.6,NA,NA,NA,-0.0259,± 3%,"95%CI: 0.04, -5.23%",NA,NA,NA,NA,NA,NA,0.0269,less 3%,NA,0.0905,0.0145,NA,equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Nelson,2016,-,Controlled,SC,kcal/bout,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",full-text,y,Accelerometry (Omron HJ-720IT [hip]),accelerometry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Ambulation: Treadmill or Overground,NA,A,Nr,Mi,NA,N,NA,ambulatory activities,NA,unknown,30,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237,93.9,2206,90.3,over,NA,NA,NA,NA,0.014052584,± 3%,NA,NA,ns,40,NA,NA,NA,0.02,less 3%,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Nelson,2016,-,Controlled,SC,kcal/bout,Fitbit,One,Fitbit One,2012,Waist/Hip,"hip, left",full-text,y,Accelerometry (Omron HJ-720IT [hip]),accelerometry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Resting,NA,Se,NA,NA,NA,N,NA,sedentary activities,NA,unknown,29,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,NA,NA,NA,0,± 3%,NA,NA,ns,0,NA,NA,NA,0,less 3%,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,O'Connell,2016,-,Controlled,SC,steps/400m,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walking on ceramic tile, self-selected comfortable pace, 400m",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,41,469,31,over,NA,NA,NA,NA,0.008528785,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0106,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,O'Connell,2016,-,Controlled,SC,steps/480m,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Walk: Overground,NA,Ao,Nr,Sp,self-selected,Y,4.05,"walking on ramp, 4.05% incline, self-selected comfortable pace, 480m",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,83,954,63,over,NA,NA,NA,NA,0.00524109,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0218,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,O'Connell,2016,-,Controlled,SC,steps/800m,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walking on linoleum, self-selected comfortable pace, 800m",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,191,1979,182,over,NA,NA,NA,NA,0.002526529,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0134,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,O'Connell,2016,-,Controlled,SC,steps/990m,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walking on gravel, self-selected comfortable pace, 990m",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2424,159,2422,158,over,NA,NA,NA,NA,0.000825764,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0069,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,O'Connell,2016,-,Controlled,SC,steps/900m,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walking on natural lawn grass, self-selected comfortable pace, 900m",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,169,1937,166,under,NA,NA,NA,NA,-0.00464636,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0124,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,O'Connell,2016,-,Controlled,SC,steps/49 stairs,Fitbit,One,Fitbit One,2012,Torso,"chest, centre",full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,22.7,2.3,Ireland,Stairs: Ascend,NA,St,Nr,NA,NA,N,NA,"ascend stairs, 49 steps",NA,full bout,15,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,11,111,9,under,NA,NA,NA,NA,-0.009009009,± 3%,NA,> .05,ns,NA,NA,NA,NA,0.0293,less 3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Simpson,2015,-,Controlled,SC,steps/15 min,Fitbit,One,Fitbit One,2012,LAF,ankle,full-text,y,Manual count,manual count,NA,NA,42,11,31,"older adults, >= 65 yr",OA,H,73,6.9,NA,NA,NA,NA,26.1,4.6,"BC, CAN",Walk: Overground,NA,Ao,Nr,Vs,0.7,N,NA,"walk, 0.7 m/s, 15m",NA,full bout,42,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,-2.3,4,32,3,32,2,equal,-0.3,NA,NA,NA,-0.025,± 3%,2.3e-02,NA,NA,NA,NA,NA,NA,0.025,less 3%,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero counts: 0
40,Simpson,2015,-,Controlled,SC,steps/15 min,Fitbit,One,Fitbit One,2012,LAF,ankle,full-text,y,Manual count,manual count,NA,NA,42,11,31,"older adults, >= 65 yr",OA,H,73,6.9,NA,NA,NA,NA,26.1,4.6,"BC, CAN",Walk: Overground,NA,Ao,Nr,Sl,0.8,N,NA,"walk, 0.8 m/s, 15m",NA,full bout,42,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,-2.6,4,30,3,30,2,equal,-0.3,NA,NA,NA,-0.028,± 3%,2.9e-02,NA,NA,NA,NA,NA,NA,0.028,less 3%,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero counts: 0
41,Simpson,2015,-,Controlled,SC,steps/15 min,Fitbit,One,Fitbit One,2012,LAF,ankle,full-text,y,Manual count,manual count,NA,NA,42,11,31,"older adults, >= 65 yr",OA,H,73,6.9,NA,NA,NA,NA,26.1,4.6,"BC, CAN",Walk: Overground,NA,Ao,Nr,Sl,0.9,N,NA,"walk, 0.9 m/s, 15m",NA,full bout,42,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,-2.9,5,29,3,28,2,over,-0.4,NA,NA,NA,-0.028,± 3%,3.3e-02,NA,NA,NA,NA,NA,NA,0.028,less 3%,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zero counts: 0
42,Storm,2015,-,Controlled,SC,steps/11 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, left",full-text,y,Accelerometry (OPAL IMU [shank]),accelerometry,"shank, both",LAF,16,10,6,healthy adults,A,H,28.87,2.65,72,9.2,175,9,23.5,2.3,UK,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk, self-selected fast pace, 20m indoors, descending 24 steps, free outdoor walking, ascending 24 steps, free walking indoors, 11 min",NA,full bout,16,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280,112,1289,115,under,-9,12,NA,NA,-0.006982157,± 3%,NA,NA,NA,NA,NA,NA,NA,0.0101,less 3%,0.0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Storm,2015,-,Controlled,SC,steps/11 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, left",full-text,y,Accelerometry (OPAL IMU [shank]),accelerometry,"shank, both",LAF,16,10,6,healthy adults,A,H,28.87,2.65,72,9.2,175,9,23.5,2.3,UK,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk, self-selected comfortable pace, 20m indoors, descending 24 steps, free outdoor walking, ascending 24 steps, free walking indoors, 11 min",NA,full bout,16,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,103,1127,103,under,-12,10,NA,NA,-0.007098492,± 3%,NA,NA,NA,NA,NA,NA,NA,0.0113,less 3%,0.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Storm,2015,-,Controlled,SC,steps/11 min,Fitbit,One,Fitbit One,2012,Waist/Hip,"waist, left",full-text,y,Accelerometry (OPAL IMU [shank]),accelerometry,"shank, both",LAF,16,10,6,healthy adults,A,H,28.87,2.65,72,9.2,175,9,23.5,2.3,UK,Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk, self-selected slow pace, 20m indoors, descending 24 steps, free outdoor walking, ascending 24 steps, free walking indoors, 11 min",NA,full bout,16,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962,128,986,127,under,-25,26,NA,NA,-0.024340771,± 3%,NA,NA,NA,NA,NA,NA,NA,0.0256,less 3%,0.0253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Torso,"chest, lanyard",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.34,N,NA,"walk, 3 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.9,1.4,115.6,1.8,over,NA,NA,NA,NA,0.002595156,± 3%,NA,NA,ns,NA,NA,NA,NA,0.007,less 3%,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Upper Arm,"arm, upper",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.34,N,NA,"walk, 3 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.6,1.5,115.6,1.8,equal,NA,NA,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,0.005,less 3%,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.79,N,NA,"walk, 4 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.7,1.9,133.9,1.8,under,NA,NA,NA,NA,-0.001493652,± 3%,NA,NA,ns,NA,NA,NA,NA,0,less 3%,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Upper Arm,"arm, upper",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Sl,0.89,N,NA,"walk, 2 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5,1.8,101.7,1.8,under,NA,NA,NA,NA,-0.001966568,± 3%,NA,NA,ns,NA,NA,NA,NA,0,less 3%,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Sl,0.89,N,NA,"walk, 2 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4,1.8,101.7,1.8,under,NA,NA,NA,NA,-0.002949853,± 3%,NA,NA,ns,NA,NA,NA,NA,0.002,less 3%,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,pants pocket,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.34,N,NA,"walk, 3 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.1,1.5,115.6,1.8,under,NA,NA,NA,NA,-0.00432526,± 3%,NA,NA,ns,NA,NA,NA,NA,0,less 3%,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.34,N,NA,"walk, 3 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.8,1.9,115.6,1.8,under,NA,NA,NA,NA,-0.006920415,± 3%,NA,NA,ns,NA,NA,NA,NA,0.003,less 3%,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Torso,"chest, lanyard",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Sl,0.89,N,NA,"walk, 2 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.9,1.7,101.7,1.8,under,NA,NA,NA,NA,-0.007866273,± 3%,NA,NA,ns,NA,NA,NA,NA,0.006,less 3%,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Upper Arm,"arm, upper",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Nm,1.79,N,NA,"walk, 4 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.8,1.7,133.9,1.8,under,NA,NA,NA,NA,-0.008215086,± 3%,NA,NA,ns,NA,NA,NA,NA,0.008,less 3%,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,pants pocket,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Treadmill,NA,At,Nr,Sl,0.89,N,NA,"walk, 2 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.1,1.8,101.7,1.8,under,NA,NA,NA,NA,-0.015732547,± 3%,NA,NA,ns,NA,NA,NA,NA,0.023,less 3%,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Park,2014,-,Controlled,SC,steps/10 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk outdoors, self-selected pace, approx. 10 min",NA,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.3,2.1,147.1,2.6,under,NA,NA,NA,NA,-0.01903467,± 3%,NA,NA,ns,NA,NA,NA,NA,0.016,less 3%,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Park,2014,-,Controlled,SC,steps/10 min,Fitbit,Ultra,Fitbit Ultra,2011,Torso,"chest, lanyard",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk outdoors, self-selected pace, approx. 10 min",NA,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.9,2,147.1,2.6,under,NA,NA,NA,NA,-0.021753909,± 3%,NA,NA,ns,NA,NA,NA,NA,0.018,less 3%,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Park,2014,-,Controlled,SC,steps/6 min,Fitbit,Ultra,Fitbit Ultra,2011,Torso,"chest, lanyard",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Jog: Treadmill,NA,At,Nr,R,2.24,N,NA,"run, 5 mph, 6 min",5-10 min,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.6,2.6,163.6,2.4,under,NA,NA,NA,NA,-0.024449878,± 3%,NA,NA,ns,NA,NA,NA,NA,0.023,less 3%,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,Park,2014,-,Controlled,SC,steps/10 min,Fitbit,Ultra,Fitbit Ultra,2011,Waist/Hip,pants pocket,full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk outdoors, self-selected pace, approx. 10 min",NA,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.5,2.3,147.1,2.6,under,NA,NA,NA,NA,-0.024473148,± 3%,NA,NA,ns,NA,NA,NA,NA,0.021,less 3%,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Park,2014,-,Controlled,SC,steps/10 min,Fitbit,Ultra,Fitbit Ultra,2011,Upper Arm,"arm, upper",full-text,y,Manual count,manual count,NA,NA,40,20,20,"adults, healthy",A,H,"m: 38.1 ± 13.4 
f: 39.1 ± 14.0",NA,"m: 83.4 ± 14.9 kg
f: 70.4 ± 14.8 kg",NA,"m: 175 ± 7 cm
f: 162 ± 7 cm",NA,27.2,5.2,"TX, USA",Walk: Overground,NA,Ao,Nr,Sp,self-selected,N,NA,"walk outdoors, self-selected pace, approx. 10 min",NA,full bout,40,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.9,2,147.1,2.6,under,NA,NA,NA,NA,-0.028552005,± 3%,NA,NA,ns,NA,NA,NA,NA,0.025,less 3%,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
